loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
2000,36 months,62.12,1,4,Own,55000,Not Verified,major_purchase,1.88,0,1,12,0,2796,9.3,25,0,767,Fully Paid
6250,36 months,219.58,4,8,Mortgage,40999.92,Source Verified,wedding,12.44,0,0,5,0,6294,99.9,8,0,692,Fully Paid
25000,60 months,374.98,3,6,Rent,45000,Verified,vacation,3.65,0,0,3,0,25,0.4,5,0,752,Fully Paid
7000,36 months,222.41,1,10,Mortgage,54000,Not Verified,credit_card,23.44,0,2,9,0,16405,66.1,20,0,732,Fully Paid
4000,36 months,135.73,3,0,Mortgage,24000,Source Verified,small_business,8.75,0,1,5,0,7696,45,10,0,697,Fully Paid
18000,60 months,415.2,3,2,Mortgage,235000,Verified,major_purchase,3.48,0,0,6,0,18507,92.5,24,0,727,Fully Paid
25000,36 months,907.58,6,10,Rent,84500,Verified,debt_consolidation,20.22,0,0,13,0,37458,84.8,26,0,672,Fully Paid
5000,36 months,164.02,2,10,Own,35000,Not Verified,debt_consolidation,7.71,0,0,10,0,6896,41.8,15,0,722,Fully Paid
8000,36 months,276.7,4,2,Rent,45000,Source Verified,debt_consolidation,6.45,0,0,6,0,7629,43.7,9,0,667,Fully Paid
6400,36 months,207.6,2,0,Rent,39500,Source Verified,debt_consolidation,20.99,1,2,10,0,3353,74.5,13,0,677,Fully Paid
3000,36 months,97.72,2,10,Mortgage,60000,Not Verified,debt_consolidation,0.5,1,0,3,0,102,9.3,27,0,722,Fully Paid
16500,60 months,350.5,2,5,Own,36000,Source Verified,debt_consolidation,20.5,0,1,9,0,11566,51.6,13,0,742,Fully Paid
7200,36 months,241.53,2,3,Rent,52000,Not Verified,credit_card,5.65,0,1,4,0,9015,78.6,8,0,692,Fully Paid
12000,36 months,361.92,1,6,Own,112000,Not Verified,debt_consolidation,4.61,0,0,13,0,14618,22.4,43,0,782,Fully Paid
26500,60 months,603.78,3,1,Rent,67476,Source Verified,debt_consolidation,18.05,0,2,9,0,24495,39,14,0,747,Fully Paid
26000,60 months,658.54,5,4,Mortgage,110000,Verified,home_improvement,22.24,0,2,22,0,26018,77.7,35,0,702,Fully Paid
20000,36 months,722.95,5,1,Rent,160000,Source Verified,debt_consolidation,3.61,0,0,3,0,5731,29.8,13,0,707,Fully Paid
5100,36 months,182.7,7,3,Rent,44187,Verified,credit_card,26.78,0,8,7,0,12061,89.3,13,0,657,Charged Off
20000,36 months,644.21,2,10,Mortgage,106000,Verified,home_improvement,2.24,0,0,10,0,7140,12.1,23,0,802,Fully Paid
28000,60 months,664.8,4,10,Rent,67100,Verified,debt_consolidation,17.56,0,1,6,0,33683,70.6,19,0,747,Fully Paid
10000,36 months,325.74,2,6,Mortgage,45500,Source Verified,credit_card,8.78,0,0,7,0,10802,86.4,14,0,707,Fully Paid
16000,36 months,500.65,1,1,Rent,50000,Source Verified,credit_card,11.47,0,0,5,0,17297,57.1,8,0,742,Fully Paid
15000,36 months,509.83,3,10,Mortgage,90000,Not Verified,debt_consolidation,13.65,0,0,8,0,22590,75.8,14,0,697,Fully Paid
15000,60 months,313.2,2,4,Mortgage,85000,Source Verified,home_improvement,0.56,0,3,6,0,850,7.8,13,0,787,Fully Paid
25000,36 months,836.66,3,10,Mortgage,700000,Verified,debt_consolidation,9.64,0,0,8,0,49139,86,35,0,727,Fully Paid
20475,36 months,687.13,3,6,Mortgage,57996,Verified,debt_consolidation,9.48,0,3,12,0,14066,24.3,21,0,692,Fully Paid
10000,36 months,313.37,1,6,Mortgage,67641.6,Not Verified,home_improvement,6.72,0,1,7,0,3022,16.4,24,0,782,Fully Paid
2000,36 months,62.39,1,9,Rent,48000,Not Verified,other,13.6,0,3,11,0,6316,11.5,21,0,752,Fully Paid
15000,36 months,466.53,1,4,Rent,50000,Source Verified,debt_consolidation,13.54,0,0,4,0,25,0.2,11,0,777,Fully Paid
9000,36 months,291.98,2,4,Own,50400,Source Verified,debt_consolidation,2,0,0,5,0,3163,77.1,44,0,687,Fully Paid
20000,60 months,296.76,3,10,Rent,60000,Verified,debt_consolidation,15.26,0,2,12,0,8944,21,45,0,732,Fully Paid
8800,36 months,272.89,1,8,Mortgage,103000,Not Verified,debt_consolidation,9.89,0,1,16,0,13372,29.4,24,0,747,Fully Paid
8000,36 months,246.99,1,10,Mortgage,100000,Verified,debt_consolidation,8.2,0,2,7,0,4618,38.2,17,0,762,Fully Paid
6400,36 months,200.56,1,7,Mortgage,50000,Not Verified,other,11.4,0,0,6,0,339,1.1,16,0,792,Fully Paid
5000,36 months,166.58,2,10,Own,24000,Not Verified,debt_consolidation,14.05,0,0,7,1,5122,73.2,12,1,692,Charged Off
12000,60 months,279.1,3,4,Rent,125000,Not Verified,debt_consolidation,11.36,0,0,11,0,43604,78.5,27,0,702,Fully Paid
15000,36 months,456.54,1,9,Mortgage,400000,Verified,debt_consolidation,2.84,0,2,7,0,24240,41.1,28,0,772,Fully Paid
12000,36 months,412.6,4,7,Rent,75000,Verified,debt_consolidation,15.31,0,4,9,1,13084,89,42,1,692,Charged Off
12375,36 months,401.46,2,2,Mortgage,39552,Verified,debt_consolidation,24.58,0,0,10,1,10248,89.1,22,1,697,Charged Off
7500,36 months,246.75,3,8,Rent,60000,Not Verified,debt_consolidation,8.92,2,0,11,0,1954,4.8,32,0,687,Fully Paid
14100,36 months,474.95,3,10,Mortgage,62400,Not Verified,debt_consolidation,15,2,0,7,0,1,0,25,0,677,Fully Paid
9000,36 months,273.76,1,10,Mortgage,140000,Verified,home_improvement,11.99,0,0,18,0,7901,8.3,39,0,757,Fully Paid
8000,36 months,281.06,4,2,Mortgage,48000,Source Verified,home_improvement,12.6,0,0,7,0,3337,59.6,7,0,667,Fully Paid
5000,60 months,123.44,5,0,Mortgage,66000,Source Verified,debt_consolidation,12.84,0,1,7,0,117958,87,23,0,712,Fully Paid
10000,36 months,345.83,4,5,Rent,56000,Verified,debt_consolidation,21.11,2,4,16,0,9216,45.6,30,0,662,Charged Off
4800,36 months,164.3,4,3,Rent,36400,Verified,debt_consolidation,14.67,0,0,6,0,8038,51.5,8,0,672,Fully Paid
12000,36 months,387.21,2,6,Rent,41004,Not Verified,debt_consolidation,20.98,0,0,13,0,11915,67.3,31,0,702,Fully Paid
3000,36 months,104.34,3,3,Rent,38000,Not Verified,debt_consolidation,21.66,0,1,12,0,24916,70.5,16,0,662,Fully Paid
6000,36 months,185.24,1,10,Rent,46500,Verified,debt_consolidation,27.67,0,0,9,0,498,3.9,25,0,757,Fully Paid
13200,60 months,334.7,5,10,Mortgage,62400,Not Verified,debt_consolidation,16.61,0,0,25,0,15371,23.2,63,0,707,Fully Paid
18000,60 months,430.78,3,10,Own,92000,Verified,debt_consolidation,28.83,0,1,9,0,22095,61,38,0,722,Fully Paid
19750,60 months,423.14,2,5,Mortgage,58000,Verified,credit_card,24.23,0,0,8,0,15379,57.8,44,0,747,Fully Paid
13425,36 months,471.92,4,1,Rent,130000,Not Verified,debt_consolidation,10.4,0,0,8,0,12768,95.3,24,0,687,Fully Paid
10000,36 months,342.29,4,0,Rent,72500,Verified,home_improvement,24.7,0,0,10,0,45383,79.6,21,0,677,Fully Paid
25000,36 months,870.71,4,2,Mortgage,94500,Verified,debt_consolidation,18.5,0,3,21,0,31827,53.8,32,0,692,Charged Off
9000,36 months,280,1,2,Rent,20000,Not Verified,debt_consolidation,15.96,0,1,8,0,3163,19.9,15,0,747,Fully Paid
5000,36 months,160.47,2,2,Mortgage,50000,Source Verified,credit_card,6.91,0,0,7,0,10719,37.5,12,0,707,Fully Paid
9000,36 months,278.48,1,5,Rent,37000,Not Verified,other,14.85,0,1,9,0,1251,7.4,13,0,757,Fully Paid
3000,36 months,102.71,4,0,Rent,24000,Not Verified,credit_card,9.3,0,0,5,0,5062,85.8,6,0,662,Fully Paid
20000,36 months,623.6,1,10,Rent,58800,Verified,debt_consolidation,11.39,0,0,9,0,1054,1.9,26,0,812,Fully Paid
12000,60 months,299.46,5,8,Mortgage,110000,Source Verified,debt_consolidation,6.36,0,0,10,1,6184,74.5,24,1,667,Charged Off
10000,36 months,311.11,1,7,Rent,60629.92,Not Verified,debt_consolidation,15.34,0,1,10,0,13099,37.4,29,0,742,Fully Paid
12000,36 months,373.33,1,2,Mortgage,120000,Not Verified,educational,8.16,0,2,14,0,33150,28.6,36,0,747,Fully Paid
7500,36 months,245.65,3,6,Mortgage,45000,Not Verified,credit_card,11.41,0,7,15,0,5148,12.7,52,0,687,Charged Off
1200,36 months,40.72,3,4,Mortgage,60000,Not Verified,home_improvement,22.4,0,1,9,0,10980,94.7,20,0,692,Fully Paid
10000,36 months,312.91,1,3,Rent,80004,Not Verified,debt_consolidation,16.09,0,0,12,0,22845,45.7,30,0,722,Fully Paid
6000,36 months,187.69,1,4,Rent,90000,Not Verified,debt_consolidation,15.33,0,5,13,0,8453,21.5,32,0,762,Fully Paid
1300,36 months,41.9,2,0,Rent,34400,Source Verified,credit_card,9.07,0,0,6,0,4374,56.8,11,0,697,Fully Paid
1600,36 months,54.62,3,9,Mortgage,72000,Not Verified,credit_card,17.65,0,0,21,0,40106,80.4,34,0,667,Fully Paid
5075,36 months,165.17,2,0,Rent,22800,Source Verified,debt_consolidation,12.05,1,0,9,0,8629,65.4,13,0,697,Fully Paid
5000,36 months,156.1,1,0,Mortgage,30300,Not Verified,debt_consolidation,12.91,0,0,6,0,15813,75.7,24,0,752,Fully Paid
4000,36 months,131.89,2,6,Mortgage,36000,Not Verified,home_improvement,24.33,1,3,8,0,10385,65.3,18,0,697,Fully Paid
8400,60 months,214.68,6,3,Rent,90000,Verified,moving,24.13,2,2,5,0,5170,92.3,18,0,667,Fully Paid
3200,36 months,104.75,2,2,Rent,51000,Not Verified,debt_consolidation,23.19,0,0,13,0,10613,31.8,20,0,687,Fully Paid
8400,36 months,283.46,3,2,Rent,45000,Not Verified,credit_card,15.15,0,0,8,0,6513,88,23,0,687,Fully Paid
10000,36 months,330.76,2,5,Mortgage,98000,Not Verified,major_purchase,4.25,0,1,10,1,8791,40.5,21,1,707,Fully Paid
25000,60 months,369.4,3,3,Own,100000,Verified,small_business,21.1,0,0,6,0,17557,87.8,32,0,732,Charged Off
6000,60 months,149.57,5,2,Rent,36000,Source Verified,car,17.07,0,0,5,0,10382,76.3,9,0,662,Fully Paid
10000,36 months,344.65,4,4,Rent,40000,Not Verified,debt_consolidation,24.15,0,0,8,0,22778,87.6,30,0,677,Fully Paid
15000,36 months,381.48,2,1,Mortgage,70000,Not Verified,small_business,0.26,0,1,4,0,495,4.9,17,0,807,Fully Paid
20000,36 months,656.07,2,3,Mortgage,150000,Verified,debt_consolidation,0.82,0,1,8,0,4363,10.5,21,0,792,Charged Off
25000,60 months,405.62,7,9,Mortgage,120000,Source Verified,small_business,9.46,0,1,8,0,9550,64.1,26,0,672,Fully Paid
18000,60 months,388.23,2,3,Rent,78000,Not Verified,moving,16.52,0,0,18,0,2855,5.6,34,0,747,Charged Off
4000,36 months,135.46,3,10,Mortgage,120000,Not Verified,other,14.74,1,0,13,0,63060,80.5,36,0,667,Charged Off
3850,36 months,129.13,3,2,Rent,32000,Not Verified,credit_card,11.21,2,0,10,0,4607,50.6,18,0,667,Fully Paid
4000,36 months,146.2,5,3,Rent,72000,Source Verified,major_purchase,8.02,0,3,8,0,2896,34.9,13,0,677,Fully Paid
25000,60 months,597.51,4,10,Mortgage,130000,Source Verified,home_improvement,19.99,0,4,10,0,16687,64.7,51,0,717,Charged Off
25500,60 months,567.11,2,5,Rent,79000,Source Verified,debt_consolidation,20.69,0,0,5,0,8918,35.4,23,0,752,Fully Paid
4000,36 months,133.87,2,2,Rent,38400,Not Verified,other,22.31,0,0,6,0,3122,56.8,10,0,707,Fully Paid
6000,36 months,185.64,1,4,Rent,105000,Not Verified,wedding,16.06,0,0,7,0,393,1.4,44,0,787,Fully Paid
5500,36 months,186.62,3,7,Mortgage,85000,Not Verified,credit_card,4.18,0,2,3,0,6654,95.1,13,0,742,Fully Paid
10000,36 months,343.83,4,1,Rent,60000,Not Verified,small_business,11.26,0,2,5,1,4395,57.8,16,1,682,Charged Off
4000,36 months,127.09,1,3,Rent,20400,Not Verified,moving,3.88,0,0,7,0,1146,19.4,15,0,722,Fully Paid
13800,60 months,311.81,2,10,Mortgage,86400,Verified,small_business,1.18,0,1,6,0,1945,23.2,14,0,742,Fully Paid
10000,36 months,353.01,4,4,Rent,40000,Verified,debt_consolidation,19.98,0,2,6,0,8496,78.7,12,0,662,Fully Paid
9450,36 months,298.27,1,3,Mortgage,30000,Verified,debt_consolidation,16.72,0,3,9,0,16377,63.5,13,0,737,Fully Paid
8000,36 months,261.88,2,2,Rent,50700,Not Verified,other,14.15,0,4,5,0,29,0.5,10,0,742,Fully Paid
24250,36 months,789.58,2,3,Mortgage,113200,Verified,other,0.28,0,0,6,0,633,1.1,14,0,797,Fully Paid
2100,36 months,63.92,1,7,Mortgage,40000,Not Verified,renewable_energy,1.2,0,0,5,0,5371,41.3,10,0,807,Fully Paid
1000,36 months,34.78,3,5,Mortgage,30000,Source Verified,debt_consolidation,23.52,0,2,29,0,1745,2,41,0,767,Fully Paid
18000,60 months,397.77,2,7,Mortgage,55000,Verified,house,2.03,0,0,6,0,187,1.3,11,0,767,Fully Paid
10000,36 months,332.1,2,4,Rent,64000,Not Verified,small_business,7.93,1,0,4,0,14088,71.2,7,0,697,Fully Paid
21000,36 months,441.91,2,10,Mortgage,44400,Not Verified,credit_card,15.57,0,0,8,0,19790,60.2,14,0,717,Fully Paid
4300,36 months,134.55,1,10,Mortgage,90000,Not Verified,debt_consolidation,24.54,0,0,13,0,5246,24.9,45,0,712,Fully Paid
12000,60 months,280.28,3,6,Mortgage,48000,Not Verified,home_improvement,13.63,0,1,8,0,5700,63.3,23,0,702,Fully Paid
18000,60 months,467.23,5,10,Rent,65000,Verified,debt_consolidation,21.62,0,3,12,0,63462,45.4,57,0,672,Charged Off
4500,60 months,113.03,4,4,Rent,18996,Source Verified,other,22.17,1,0,6,0,1469,36.7,7,0,672,Fully Paid
12250,60 months,284.91,3,3,Mortgage,45000,Verified,wedding,14.93,0,0,9,0,0,0,9,0,712,Fully Paid
10000,36 months,334.67,3,3,Rent,45996,Source Verified,debt_consolidation,8.9,0,2,9,0,9158,52.3,10,0,692,Fully Paid
13200,60 months,318,4,0,Rent,95000,Not Verified,debt_consolidation,12.51,0,0,11,0,28894,95.3,30,0,697,Fully Paid
10625,36 months,355.04,2,10,Mortgage,57600,Not Verified,debt_consolidation,15.06,0,1,11,1,9292,57.4,29,1,702,Fully Paid
14000,36 months,459.25,2,1,Rent,169000,Not Verified,house,4.76,0,1,10,0,7044,61.8,16,0,662,Fully Paid
15000,60 months,326.96,2,2,Rent,63266,Verified,credit_card,9.1,0,0,6,0,601,2.3,13,0,777,Fully Paid
25000,60 months,665.83,6,4,Mortgage,123000,Verified,credit_card,23.88,0,0,13,0,43541,81.1,28,0,677,Fully Paid
10175,60 months,241.59,4,10,Mortgage,35500,Source Verified,home_improvement,17.98,1,2,6,0,7222,48.1,31,0,697,Fully Paid
17000,36 months,531.78,1,6,Rent,48000,Verified,debt_consolidation,14.88,0,4,7,0,12367,29.4,29,0,777,Fully Paid
2500,60 months,59.83,3,0,Rent,30000,Source Verified,car,1,0,5,3,0,1687,9.4,4,0,742,Charged Off
25000,36 months,818.38,2,8,Rent,220000,Not Verified,moving,17.51,0,3,9,0,32888,75.4,32,0,737,Charged Off
7000,36 months,218.54,1,1,Mortgage,108000,Verified,credit_card,12.69,0,0,6,0,5872,21.4,16,0,762,Fully Paid
8550,36 months,293.47,4,0,Rent,79000,Verified,debt_consolidation,18.14,0,3,10,0,7987,42.5,32,0,692,Charged Off
7000,36 months,212.93,1,9,Rent,35000,Not Verified,debt_consolidation,10.8,0,0,11,0,881,2.9,28,0,797,Fully Paid
30000,60 months,478.64,3,10,Rent,54996,Verified,debt_consolidation,13.94,0,1,6,0,10690,28.6,10,0,752,Fully Paid
4000,36 months,130.49,2,0,Mortgage,65000,Not Verified,debt_consolidation,17.19,0,3,7,0,6205,60.8,16,0,712,Fully Paid
35000,60 months,773.44,2,4,Mortgage,51000,Verified,small_business,0.35,0,0,5,0,739,5.2,13,0,812,Charged Off
9000,36 months,303.21,3,6,Mortgage,57000,Not Verified,debt_consolidation,15.71,0,3,9,0,10455,56.8,22,0,687,Fully Paid
8000,36 months,268.33,3,2,Rent,62000,Not Verified,debt_consolidation,4.74,1,2,23,0,4886,15.5,39,0,707,Fully Paid
10000,36 months,322.11,2,3,Rent,26400,Verified,debt_consolidation,19.27,0,0,7,0,8808,62.5,24,0,727,Fully Paid
2400,36 months,82.34,3,1,Rent,37800,Not Verified,debt_consolidation,21.05,0,0,5,0,8138,62.6,7,0,667,Fully Paid
17000,36 months,521.97,1,6,Mortgage,78301,Verified,debt_consolidation,13.85,0,1,11,0,2700,4.8,44,0,777,Fully Paid
15000,36 months,393.48,2,10,Mortgage,156000,Source Verified,credit_card,7.77,0,0,12,0,10779,50.8,35,0,727,Fully Paid
18500,36 months,168.24,2,0,Mortgage,66000,Not Verified,credit_card,7.75,0,1,5,0,17088,85.4,12,0,727,Fully Paid
9000,36 months,299.84,2,5,Rent,100500,Verified,debt_consolidation,8.6,0,1,7,0,20994,75.8,10,0,697,Fully Paid
5000,36 months,171.11,4,2,Own,74004,Not Verified,debt_consolidation,24.61,0,1,10,1,21206,89.9,24,0,662,Fully Paid
8000,36 months,279.76,4,4,Mortgage,37700,Not Verified,other,20.66,0,1,6,0,10889,99.9,14,0,707,Fully Paid
24250,36 months,848.42,4,4,Rent,105000,Not Verified,debt_consolidation,1.1,0,0,3,0,2883,31,9,0,702,Fully Paid
5000,36 months,172.82,3,6,Rent,41000,Not Verified,debt_consolidation,8.34,0,2,7,0,6396,89.4,12,0,677,Charged Off
7000,36 months,217.77,1,2,Rent,37000,Source Verified,car,10.64,0,0,7,0,10143,41.3,16,0,737,Fully Paid
6000,36 months,194.65,2,2,Rent,27052,Source Verified,credit_card,19.34,1,0,7,0,6257,75.4,15,0,677,Fully Paid
30000,36 months,729.82,2,4,Mortgage,275000,Verified,home_improvement,8.15,0,0,13,0,1945,2.5,52,0,767,Fully Paid
12200,36 months,371.32,1,3,Rent,82100,Verified,debt_consolidation,12.38,0,3,8,0,3226,10.9,21,0,772,Fully Paid
10000,36 months,303.27,1,2,Rent,51996,Not Verified,other,3.9,1,0,8,0,4164,18,20,0,752,Fully Paid
14400,60 months,310.16,2,10,Mortgage,60000,Source Verified,home_improvement,12.26,0,2,10,0,10237,26.5,22,0,762,Fully Paid
16800,60 months,416.54,4,5,Mortgage,52000,Not Verified,debt_consolidation,10.85,0,0,8,0,12819,66.8,10,0,692,Charged Off
3500,36 months,117.92,3,3,Rent,24000,Not Verified,debt_consolidation,6,1,0,4,0,1422,43.1,8,0,677,Fully Paid
16600,60 months,403.33,3,10,Rent,40000,Not Verified,debt_consolidation,13.17,0,3,13,0,15964,65.1,24,0,712,Fully Paid
13000,36 months,430.75,2,3,Rent,84000,Not Verified,debt_consolidation,12.87,0,1,14,0,14331,37.8,22,0,717,Fully Paid
10000,36 months,329.57,2,2,Rent,36000,Not Verified,debt_consolidation,19.3,0,0,7,1,5680,25.2,9,1,702,Fully Paid
15000,60 months,374.33,5,4,Mortgage,83000,Verified,debt_consolidation,17.55,1,0,7,0,15878,55.5,21,0,677,Charged Off
13000,60 months,308.12,4,4,Rent,44400,Verified,debt_consolidation,16.49,0,0,6,0,3532,78.5,7,0,687,Charged Off
20000,36 months,706.59,5,1,Rent,59000,Verified,small_business,2.87,0,1,3,0,11341,32.2,10,0,762,Fully Paid
14075,36 months,475.75,3,10,Mortgage,104569,Verified,debt_consolidation,23.71,0,0,15,0,156752,79.9,26,0,692,Charged Off
4200,36 months,143.9,3,0,Rent,14400,Source Verified,credit_card,10,0,1,5,0,4019,69.2,10,0,672,Fully Paid
6000,36 months,194.68,2,10,Mortgage,98700,Not Verified,debt_consolidation,16.74,0,2,11,0,8613,56.7,25,0,717,Fully Paid
14400,60 months,365.59,5,6,Mortgage,249996,Verified,home_improvement,14.02,0,2,13,0,87773,93.8,35,0,687,Fully Paid
3000,60 months,74.39,4,4,Rent,33804,Not Verified,other,16.68,0,2,6,0,2214,82,15,0,677,Charged Off
11500,36 months,404.31,5,1,Rent,34928.12,Source Verified,debt_consolidation,21.09,0,1,12,0,22416,67,15,0,662,Fully Paid
10075,36 months,344.25,3,1,Rent,65400,Verified,credit_card,19.62,0,0,13,0,22398,84.5,35,0,687,Fully Paid
4000,36 months,133.26,2,4,Mortgage,40000,Not Verified,debt_consolidation,13.26,0,0,11,0,6172,22.2,14,0,692,Fully Paid
3000,36 months,95.26,1,10,Mortgage,42000,Not Verified,medical,13.6,0,0,7,0,19140,85.1,15,0,712,Fully Paid
25000,60 months,592.52,4,10,Mortgage,142000,Verified,debt_consolidation,19.17,0,0,13,0,56149,86.5,44,0,712,Fully Paid
1000,36 months,31.2,1,0,Mortgage,91000,Not Verified,other,9.77,0,2,10,0,21003,45.5,22,0,752,Fully Paid
25000,36 months,874.62,4,6,Mortgage,290000,Verified,home_improvement,8.26,0,2,12,0,100640,78.4,34,0,687,Fully Paid
12000,36 months,373.32,1,9,Rent,92341,Not Verified,debt_consolidation,21.33,0,2,6,0,203,8.4,19,0,782,Fully Paid
6000,36 months,203.94,3,0,Rent,36500,Not Verified,educational,0.89,0,1,7,0,1259,57.2,7,0,707,Fully Paid
7000,36 months,216.59,1,3,Mortgage,33600,Source Verified,major_purchase,3.14,0,2,7,0,2656,29.5,8,0,752,Fully Paid
20000,36 months,661.52,2,1,Mortgage,125000,Verified,debt_consolidation,14.95,0,2,12,0,26179,56.8,31,0,722,Fully Paid
15000,36 months,499.73,2,1,Mortgage,46464,Verified,debt_consolidation,7.88,0,1,5,0,22197,37.8,6,0,717,Fully Paid
16000,36 months,567.98,5,3,Rent,135000,Verified,debt_consolidation,13.08,0,0,4,0,28149,93.5,20,0,677,Fully Paid
20000,60 months,491.59,4,5,Mortgage,198204,Source Verified,home_improvement,8.82,1,2,13,0,109993,19.5,43,0,697,Fully Paid
20000,36 months,692.43,4,10,Mortgage,104000,Verified,debt_consolidation,6.57,0,2,8,0,20354,70.5,31,0,687,Fully Paid
6400,36 months,209.95,2,10,Rent,21120,Not Verified,debt_consolidation,20.34,0,1,15,0,2639,12.2,32,0,722,Fully Paid
10400,36 months,363.69,4,4,Mortgage,112500,Not Verified,credit_card,13.56,0,2,14,1,17320,57.5,37,1,672,Fully Paid
8000,36 months,266.4,2,0,Rent,45000,Not Verified,major_purchase,0.8,0,2,3,0,150,10,7,0,747,Fully Paid
8800,36 months,288.06,2,6,Rent,108000,Source Verified,credit_card,10.92,0,0,12,0,14491,70,34,0,687,Fully Paid
13000,36 months,457.05,4,4,Mortgage,91000,Not Verified,debt_consolidation,23.89,0,2,12,0,58686,80.8,21,0,662,Fully Paid
10000,36 months,355.99,4,4,Rent,60000,Source Verified,medical,9.38,0,2,10,0,10141,91.7,21,0,662,Fully Paid
29500,60 months,786.51,5,6,Mortgage,83000,Source Verified,debt_consolidation,20.93,0,0,12,0,22087,89.8,35,0,692,Fully Paid
8000,60 months,169.98,2,5,Rent,32760,Not Verified,debt_consolidation,2.89,0,0,6,0,1579,14.1,7,0,737,Fully Paid
15000,36 months,533.08,4,10,Mortgage,122000,Source Verified,other,19.78,0,0,7,0,44414,98.7,47,0,712,Fully Paid
14000,60 months,280.47,1,10,Mortgage,50000,Not Verified,home_improvement,2.4,0,0,15,0,4643,8.5,29,0,812,Fully Paid
15000,36 months,483.16,2,6,Rent,95000,Not Verified,wedding,0.9,0,3,6,0,1330,8.5,12,0,752,Fully Paid
18950,36 months,617.27,2,10,Rent,50000,Source Verified,other,18.94,0,0,17,0,25373,70.1,37,0,717,Fully Paid
35000,60 months,796.18,3,10,Mortgage,120000,Verified,debt_consolidation,5.13,0,1,9,0,2645,5.1,22,0,777,Fully Paid
3000,36 months,105.91,4,4,Mortgage,65000,Not Verified,other,15.16,0,1,12,0,9089,60.2,18,0,662,Charged Off
10000,36 months,349.51,4,3,Rent,65000,Source Verified,debt_consolidation,9.38,0,1,8,0,3358,30.8,12,0,662,Charged Off
3500,36 months,125.26,4,2,Rent,21600,Source Verified,credit_card,15.89,1,0,4,0,2039,26.1,6,0,662,Fully Paid
14750,60 months,370.48,4,10,Mortgage,73000,Not Verified,debt_consolidation,18.9,0,2,22,0,19225,56.9,62,0,697,Fully Paid
21000,60 months,519.32,4,10,Rent,53000,Verified,debt_consolidation,14.72,0,1,8,0,7644,92.1,16,0,717,Fully Paid
7000,36 months,239.18,3,4,Mortgage,160000,Source Verified,home_improvement,13.7,0,1,21,0,13061,47.9,34,0,677,Fully Paid
14000,60 months,334.61,4,8,Mortgage,55000,Verified,credit_card,8.23,0,2,7,1,14075,59.4,16,1,702,Fully Paid
10000,36 months,336.18,3,3,Mortgage,100000,Not Verified,educational,17.26,0,2,11,1,6435,23,23,1,687,Fully Paid
7200,36 months,221.07,1,7,Mortgage,78000,Not Verified,debt_consolidation,11.02,0,1,16,0,7501,26.7,38,0,752,Fully Paid
30000,60 months,741.88,4,0,Rent,129000,Verified,debt_consolidation,21.69,0,0,11,0,25187,86.6,19,0,727,Fully Paid
10000,60 months,225.54,3,10,Mortgage,57180,Not Verified,debt_consolidation,19.39,0,0,15,0,13584,80.9,33,0,707,Charged Off
18400,60 months,451.38,5,9,Rent,38400,Verified,debt_consolidation,19.59,0,0,8,0,7293,70.1,15,0,702,Fully Paid
